ingredient,ingredient_key,product_occurrences,egg,fish,milk,peanut,sesame,shellfish,soy,tree_nut,wheat,vegan,vegetarian,pescatarian,gluten_free,egg_safe_products,fish_safe_products,milk_safe_products,peanut_safe_products,sesame_safe_products,shellfish_safe_products,soy_safe_products,tree_nut_safe_products,wheat_safe_products,vegan_safe_products,vegetarian_safe_products,pescatarian_safe_products,gluten_free_safe_products,egg_violates_products,fish_violates_products,milk_violates_products,peanut_violates_products,sesame_violates_products,shellfish_violates_products,soy_violates_products,tree_nut_violates_products,wheat_violates_products,vegan_violates_products,vegetarian_violates_products,pescatarian_violates_products,gluten_free_violates_products
Organic Flavor,organic flavor,317,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,313,292,268,310,313,317,295,219,283,244,292,292,290,4,73,49,7,4,0,22,98,34,73,25,25,27
Organic Flavoring,organic flavoring,11,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,11,8,11,11,11,11,11,11,11,8,8,8,11,0,3,0,0,0,0,0,0,0,3,3,3,0
Organic Flavors,organic flavors,244,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,241,234,233,238,238,241,228,223,229,226,234,237,231,3,18,11,6,6,3,16,21,15,18,10,7,13
Organic Flax (Linum usitatissimum) (Seed),organic flax,27,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,24,27,24,24,24,27,26,13,20,21,27,27,20,3,6,3,3,3,0,1,14,7,6,0,0,7
Organic Flax Meal,organic flax meal,31,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,31,31,31,31,21,31,29,21,23,31,31,31,31,0,0,0,0,10,0,2,10,8,0,0,0,0
Organic Flax Seed,organic flax seed,108,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,105,108,99,103,77,108,97,71,65,98,108,108,85,3,10,9,5,31,0,11,37,43,10,0,0,23
Organic Flax Seed Meal,organic flax seed meal,25,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,25,25,10,20,25,25,18,10,18,10,25,25,18,0,15,15,5,0,0,7,15,7,15,0,0,7
Organic Flax Seed Oil,organic flax seed oil,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,12,17,17,14,17,14,14,17,9,12,12,17,0,8,0,0,3,0,3,3,0,8,5,5,0
Organic flax seeds,organic flax seeds,170,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,167,168,161,168,138,170,150,103,127,157,168,168,118,3,13,9,2,32,0,20,67,43,13,2,2,52
Organic Flaxseed,organic flaxseed,140,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,137,137,136,135,127,140,127,98,94,135,137,137,127,3,5,4,5,13,0,13,42,46,5,3,3,13
Organic Flaxseed Meal,organic flaxseed meal,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,17,16,16,16,17,16,8,13,16,17,17,13,0,1,1,1,1,0,1,9,4,1,0,0,4
Organic Flaxseed Oil,organic flaxseed oil,47,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,47,27,47,47,47,47,46,39,45,27,27,27,46,0,20,0,0,0,0,1,8,2,20,20,20,1
Organic Flaxseed Particulate,organic flaxseed particulate,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANIC FLAXSEEDS,organic flaxseeds,62,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,62,62,60,60,38,62,59,26,54,60,62,62,53,0,2,2,2,24,0,3,36,8,2,0,0,9
Organic Food Blend: Organic Sesbania Grandiflora (leaf),organic food blend organic sesbania grandiflora,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANIC FREEZE DRIED BLUEBERRIES,organic freeze dried blueberries,20,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,20,20,20,20,20,20,19,15,20,20,20,20,13,0,0,0,0,0,0,1,5,0,0,0,0,7
Organic freeze dried raspberries,organic freeze dried raspberries,15,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,15,15,15,15,15,15,15,8,15,15,15,15,15,0,0,0,0,0,0,0,7,0,0,0,0,0
ORGANIC FREEZE DRIED STRAWBERRIES,organic freeze dried strawberries,12,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,12,12,12,12,12,12,12,10,10,12,12,12,9,0,0,0,0,0,0,0,2,2,0,0,0,3
Organic Fresh Garlic,organic fresh garlic,13,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,13,13,13,11,13,11,13,13,13,13,13,13,0,0,0,0,2,0,2,0,0,0,0,0,0
organic fresh garlic and organic spices,organic fresh garlic and organic spices,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Fresh Onions,organic fresh onions,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANIC FRESH TOMATOES,organic fresh tomatoes,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANIC FRISEE,organic frisee,32,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,32,32,31,32,32,32,29,31,30,31,32,32,30,0,1,1,0,0,0,3,1,2,1,0,0,2
Organic Fruit & Vegetable Juice for Color,organic fruit vegetable juice for color,16,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,16,16,16,16,16,16,8,16,16,16,16,16,0,0,0,0,0,0,0,8,0,0,0,0,0
Organic Fruit and Vegetable Extract (For Color),organic fruit and vegetable extract,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANIC FRUIT AND VEGETABLE JUICE,organic fruit and vegetable juice,69,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,69,69,59,68,69,69,68,58,68,59,69,69,69,0,10,10,1,0,0,1,11,1,10,0,0,0
Organic Fruit and Vegetable Juice for Color,organic fruit and vegetable juice for color,56,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,56,56,56,56,56,56,54,54,54,56,56,56,56,0,0,0,0,0,0,2,2,2,0,0,0,0
Organic Fruit Extract,organic fruit extract,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Fruit Juice,organic fruit juice,42,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,42,37,38,42,42,42,42,39,42,33,37,37,42,0,9,4,0,0,0,0,3,0,9,5,5,0
Organic Garbanzo Bean (Sprout),organic garbanzo bean,23,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,23,23,23,23,7,23,23,23,7,23,23,23,23,0,0,0,0,16,0,0,0,16,0,0,0,0
ORGANIC GARBANZO BEAN FLOUR,organic garbanzo bean flour,19,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,19,15,19,19,19,11,17,17,15,19,19,18,0,4,4,0,0,0,8,2,2,4,0,0,1
Organic Garbanzo Beans,organic garbanzo beans,63,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,62,62,58,63,50,63,57,57,59,57,62,62,58,1,6,5,0,13,0,6,6,4,6,1,1,5
ORGANIC GARLIC,organic garlic,1798,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,1755,1605,1548,1797,1580,1796,1498,1619,1546,1392,1605,1616,1556,43,406,250,1,218,2,300,179,252,406,193,182,242
Organic Garlic Granules,organic garlic granules,26,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,21,22,25,26,25,26,24,24,21,20,22,22,21,5,6,1,0,1,0,2,2,5,6,4,4,5
Organic Garlic Powder,organic garlic powder,917,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,835,739,714,913,879,917,731,843,748,537,739,756,747,82,380,203,4,38,0,186,74,169,380,178,161,170
"Organic Garlic Puree (Organic Garlic, Organic Distilled White Vinegar)",organic garlic puree,113,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,106,102,96,113,89,113,76,101,104,85,102,106,102,7,28,17,0,24,0,37,12,9,28,11,7,11
organic ginger,organic ginger,574,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,570,538,563,572,487,574,499,489,510,525,538,539,533,4,49,11,2,87,0,75,85,64,49,36,35,41
Organic Ginger Extract,organic ginger extract,73,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,73,72,69,73,70,73,71,64,73,68,72,72,71,0,5,4,0,3,0,2,9,0,5,1,1,2
Organic Ginger Juice,organic ginger juice,207,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,207,206,207,207,198,207,196,187,205,206,206,206,206,0,1,0,0,9,0,11,20,2,1,1,1,1
Organic Ginger Powder,organic ginger powder,75,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,75,69,72,75,52,75,49,54,64,67,69,69,62,0,8,3,0,23,0,26,21,11,8,6,6,13
Organic Ginger Puree,organic ginger puree,74,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,74,71,64,70,42,74,28,64,64,61,71,71,64,0,13,10,4,32,0,46,10,10,13,3,3,10
Organic Ginger Rhizome ( Zingiber officinale ),organic ginger rhizome,36,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,36,36,36,36,36,36,35,35,36,36,36,36,36,0,0,0,0,0,0,1,1,0,0,0,0,0
Organic Ginger Root,organic ginger root,206,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,206,205,205,205,206,205,206,188,200,204,205,206,205,0,2,1,1,0,1,0,18,6,2,1,0,1
Organic Ginger Root Juice,organic ginger root juice,39,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,39,39,39,39,39,39,39,28,39,39,39,39,39,0,0,0,0,0,0,0,11,0,0,0,0,0
Organic Ginger Root Oil,organic ginger root oil,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Ginger Root Powder,organic ginger root powder,18,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,18,18,18,18,18,18,17,17,16,18,18,18,18,0,0,0,0,0,0,1,1,2,0,0,0,0
Organic Ginkgo Leaf,organic ginkgo leaf,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Ginseng,organic ginseng,11,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,11,11,11,11,11,11,11,6,11,11,11,11,11,0,0,0,0,0,0,0,5,0,0,0,0,0
Organic Glucose Syrup,organic glucose syrup,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,17,17,17,17,17,15,15,14,17,17,17,12,0,0,0,0,0,0,2,2,3,0,0,0,5
ORGANIC GLUTEN FREE OATS*,organic gluten free oats,94,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,89,92,88,84,92,94,91,14,94,83,92,92,94,5,11,6,10,2,0,3,80,0,11,2,2,0
Organic Glycerin,organic glycerin,147,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,142,147,131,137,147,147,108,125,96,127,147,147,96,5,20,16,10,0,0,39,22,51,20,0,0,51
organic goji berries,organic goji berries,30,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,30,28,29,30,28,30,28,15,30,27,28,28,30,0,3,1,0,2,0,2,15,0,3,2,2,0
Organic Goji Berry,organic goji berry,19,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,18,19,19,19,19,18,15,19,17,18,18,19,0,2,0,0,0,0,1,4,0,2,1,1,0
Organic Goji Berry Powder,organic goji berry powder,16,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,16,16,16,16,16,16,7,15,16,16,16,16,0,0,0,0,0,0,0,9,1,0,0,0,0
Organic Goji Juice,organic goji juice,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Golden Flax Seeds,organic golden flax seeds,14,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,13,14,12,13,12,14,10,8,10,11,14,14,10,1,3,2,1,2,0,4,6,4,3,0,0,4
Organic Gotu Kola (leaf),organic gotu kola,9,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANIC GRANULATED GARLIC,organic granulated garlic,45,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,35,34,30,45,43,45,38,45,33,26,34,35,33,10,19,15,0,2,0,7,0,12,19,11,10,12
Organic Granulated Onion,organic granulated onion,15,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,11,11,10,15,14,15,14,12,12,10,11,11,12,4,5,5,0,1,0,1,3,3,5,4,4,3
Organic Grape,organic grape,9,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,9,9,8,8,9,9,9,6,7,8,9,9,9,0,1,1,1,0,0,0,3,2,1,0,0,0
Organic Grape Flavor,organic grape flavor,8,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,8,8,8,8,8,8,8,6,7,8,8,8,7,0,0,0,0,0,0,0,2,1,0,0,0,1
"Organic Grape Juice (Filtered Water, Organic Grape Juice Concentrate)",organic grape juice,36,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,36,36,28,36,35,36,36,23,36,29,36,36,36,0,7,8,0,1,0,0,13,0,7,0,0,0
Organic Grape Juice Concentrate,organic grape juice concentrate,80,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,80,77,73,79,80,80,71,79,78,69,77,77,78,0,11,7,1,0,0,9,1,2,11,3,3,2
"Organic Grape Juice From Concentrate (Filtered Water, Organic Grape Juice Concentrate)",organic grape juice from concentrate,20,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,20,20,20,20,20,20,20,20,20,20,20,20,15,0,0,0,0,0,0,0,0,0,0,0,0,5
Organic Grape Tomatoes,organic grape tomatoes,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,10,6,10,10,10,6,10,10,6,10,10,10,4,4,4,0,0,0,4,0,0,4,0,0,0
Organic Grapefruit Flavor,organic grapefruit flavor,14,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,14,14,14,14,14,14,14,12,14,14,14,14,14,0,0,0,0,0,0,0,2,0,0,0,0,0
Organic Grapefruit Juice,organic grapefruit juice,27,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,27,27,27,27,27,27,27,26,26,27,27,27,27,0,0,0,0,0,0,0,1,1,0,0,0,0
Organic Grapes,organic grapes,18,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,18,18,18,18,18,18,18,17,18,18,18,18,18,0,0,0,0,0,0,0,1,0,0,0,0,0
Organic Great Northern Beans,organic great northern beans,16,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,15,15,15,16,16,16,13,16,14,14,15,15,13,1,2,1,0,0,0,3,0,2,2,1,1,3
Organic Green Bean Puree,organic green bean puree,7,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,7,6,7,7,7,7,7,7,7,6,6,6,7,0,1,0,0,0,0,0,0,0,1,1,1,0
organic green beans,organic green beans,173,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,170,168,169,173,166,173,160,162,155,163,168,168,155,3,10,4,0,7,0,13,11,18,10,5,5,18
ORGANIC GREEN BELL PEPPER,organic green bell pepper,81,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,81,79,79,81,60,81,80,78,56,77,79,79,78,0,4,2,0,21,0,1,3,25,4,2,2,3
Organic Green Bell Peppers,organic green bell peppers,86,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,84,85,81,86,86,86,81,86,82,80,85,85,78,2,6,5,0,0,0,5,0,4,6,1,1,8
Organic Green Cabbage,organic green cabbage,37,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,30,37,32,37,34,37,27,31,34,30,37,37,34,7,7,5,0,3,0,10,6,3,7,0,0,3
ORGANIC GREEN CHARD,organic green chard,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Green Chard Juice,organic green chard juice,11,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Green Chile Peppers,organic green chile peppers,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,17,15,17,17,17,15,17,15,15,17,17,15,0,2,2,0,0,0,2,0,2,2,0,0,2
Organic Green Chiles,organic green chiles,62,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,62,61,38,62,62,62,40,58,53,37,61,61,53,0,25,24,0,0,0,22,4,9,25,1,1,9
Organic Green Coffee Caffeine,organic green coffee caffeine,44,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,44,44,28,44,44,44,44,42,44,28,44,44,44,0,16,16,0,0,0,0,2,0,16,0,0,0
ORGANIC GREEN COFFEE EXTRACT,organic green coffee extract,9,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,9,9,8,9,9,9,9,8,9,8,9,9,9,0,1,1,0,0,0,0,1,0,1,0,0,0
ORGANIC GREEN LEAF,organic green leaf,20,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Green Leaf Lettuce Juice,organic green leaf lettuce juice,11,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ORGANIC GREEN LENTIL FLOUR,organic green lentil flour,14,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Green Lentils,organic green lentils,58,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,58,58,56,58,55,58,46,49,47,56,58,58,47,0,2,2,0,3,0,12,9,11,2,0,0,11
ORGANIC GREEN OAK,organic green oak,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Green Olives,organic green olives,33,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,33,32,33,33,33,33,33,33,33,32,32,33,33,0,1,0,0,0,0,0,0,0,1,1,0,0
Organic green onion,organic green onion,85,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,81,82,81,85,72,85,70,73,73,79,82,82,77,4,6,4,0,13,0,15,12,12,6,3,3,8
ORGANIC GREEN ONIONS,organic green onions,38,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,35,35,34,38,30,36,21,28,27,31,35,37,27,3,7,4,0,8,2,17,10,11,7,3,1,11
Organic Green Pea Flour,organic green pea flour,17,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,17,17,17,17,17,17,16,17,15,17,17,17,16,0,0,0,0,0,0,1,0,2,0,0,0,1
Organic Green Peas,organic green peas,63,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,63,62,63,63,60,63,58,61,61,62,62,62,61,0,1,0,0,3,0,5,2,2,1,1,1,2
organic green pepper,organic green pepper,21,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,21,18,20,21,21,21,20,11,20,18,18,18,20,0,3,1,0,0,0,1,10,1,3,3,3,1
ORGANIC GREEN PEPPERS,organic green peppers,25,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,15,18,12,25,20,25,23,24,11,12,18,18,11,10,13,13,0,5,0,2,1,14,13,7,7,14
Organic Green Rooibos (Aspalathus linearis) (leaf),organic green rooibos,9,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Green Seedless Grapes,organic green seedless grapes,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Green Split Peas,organic green split peas,23,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,23,23,22,23,23,23,22,23,23,22,23,23,22,0,1,1,0,0,0,1,0,0,1,0,0,1
Organic Green Tea,organic green tea,218,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,218,218,218,218,217,218,216,205,215,214,218,218,218,0,4,0,0,1,0,2,13,3,4,0,0,0
organic green tea caffeine,organic green tea caffeine,39,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,39,39,39,29,39,39,39,15,38,39,39,39,38,0,0,0,10,0,0,0,24,1,0,0,0,1
ORGANIC GREEN TEA EXTRACT,organic green tea extract,73,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,73,73,73,73,73,73,73,62,72,73,73,73,73,0,0,0,0,0,0,0,11,1,0,0,0,0
Organic Green Tea leaf,organic green tea leaf,12,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,12,11,12,12,12,12,12,12,12,11,11,11,12,0,1,0,0,0,0,0,0,0,1,1,1,0
Organic Green Tea Leaf Extract,organic green tea leaf extract,28,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,28,27,28,28,28,28,28,27,23,27,27,27,28,0,1,0,0,0,0,0,1,5,1,1,1,0
Organic Green Tea Leaves,organic green tea leaves,22,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Green Tea with Jasmine,organic green tea with jasmine,6,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Organic Greens Blend (Wheat Grass, Kale)",organic greens blend,20,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,20,19,17,20,20,20,19,14,9,17,19,19,20,0,3,3,0,0,0,1,6,11,3,1,1,0
ORGANIC GROUND ALLSPICE,organic ground allspice,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,10,10,10,10,10,10,9,10,10,10,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0
ORGANIC GROUND BLACK PEPPER,organic ground black pepper,35,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,35,35,35,35,35,35,35,24,32,35,35,35,32,0,0,0,0,0,0,0,11,3,0,0,0,3
ORGANIC GROUND BLUE CORN,organic ground blue corn,15,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,15,15,15,15,14,15,15,15,15,15,15,15,15,0,0,0,0,1,0,0,0,0,0,0,0,0
ORGANIC GROUND CAYENNE PEPPER,organic ground cayenne pepper,18,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,16,18,18,18,18,18,18,13,18,16,18,18,18,2,2,0,0,0,0,0,5,0,2,0,0,0
Organic Ground Celery Seed,organic ground celery seed,12,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,12,11,8,12,12,12,9,12,11,8,11,11,11,0,4,4,0,0,0,3,0,1,4,1,1,1
Organic Ground Chia Seeds,organic ground chia seeds,57,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,57,57,35,55,57,57,57,47,51,35,57,57,45,0,22,22,2,0,0,0,10,6,22,0,0,12
Organic Ground Cinnamon,organic ground cinnamon,59,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,57,59,51,55,56,59,55,48,54,51,59,59,52,2,8,8,4,3,0,4,11,5,8,0,0,7
Organic Ground Cloves,organic ground cloves,11,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Organic Ground Coffee,organic ground coffee,10,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,10,10,10,10,10,10,9,9,9,10,10,10,9,0,0,0,0,0,0,1,1,1,0,0,0,1
Organic Ground Coriander,organic ground coriander,18,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,18,18,15,18,18,18,16,15,18,15,18,18,18,0,3,3,0,0,0,2,3,0,3,0,0,0
Organic Ground Cumin,organic ground cumin,24,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,24,22,24,24,24,24,24,23,23,22,22,22,23,0,2,0,0,0,0,0,1,1,2,2,2,1
ORGANIC GROUND FLAXSEED,organic ground flaxseed,21,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,21,21,21,19,21,21,21,12,19,21,21,21,16,0,0,0,2,0,0,0,9,2,0,0,0,5
Organic Ground Ginger,organic ground ginger,44,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,43,41,43,44,40,44,38,33,42,40,41,41,38,1,4,1,0,4,0,6,11,2,4,3,3,6
Organic Ground Mustard,organic ground mustard,21,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,safe,19,19,20,21,20,21,18,20,19,18,19,20,19,2,3,1,0,1,0,3,1,2,3,2,1,2
