priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
460,partially hydrogenated soybean and or palm kernel oil,partially hydrogenated soybean and/or palm kernel oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated soybean and/or palm kernel oil* (8),usda_only_train:4 | usda_only_val:3 | usda_only_holdout:1,,
460,partially hydrogenated soybean oil adds a dietarily insignificant amount of trans fat,partially hydrogenated soybean oil adds a dietarily insignificant amount of trans fat,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,partially hydrogenated soybean oil adds a dietarily insignificant amount of trans fat (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
460,praline nut seasoning,praline nut seasoning,8,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,"praline nut seasoning (sugar, dextrose, salt molasses, maltodextrin, artificial flavor, guar gum, less than 2% silicon dioxide) (4) | praline nut seasoning (sugar, dextrose, salt, molasses, maltodextrin, artificial flavor, guar gum, less than 2% silicon dioxide) (4)",usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
460,ranch dressing soybean oil,ranch dressing soybean oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,ranch dressing soybean oil (8),usda_only_train:6 | usda_only_val:2,,
460,reduced sodium soy sauce water,reduced sodium soy sauce water,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,reduced sodium soy sauce water (8),usda_only_train:6 | usda_only_holdout:2,,
460,reese s peanut butter sauce peanut,reese's peanut butter sauce peanut,8,yes,peanut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut,reese's peanut butter sauce peanuts (8),usda_only_train:7 | usda_only_holdout:1,,
460,roasted soy flour,roasted soy flour,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,roasted soy flour (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
460,soybean and rapeseed oil,soybean and rapeseed oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean and rapeseed oil (8),openfoodfacts_targeted:8,,
460,soybean oil and salt,soybean oil and salt,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil and salt (8),usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
460,soybean oil and or organic canola oil,soybean oil and/or organic canola oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,organic soybean oil and/or organic canola oil (8),usda_only_train:4 | usda_only_val:4,,
460,soybean oil or sunflower oil,soybean oil or sunflower oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil or sunflower oil (8),usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
460,soybean oil vinegar,soybean oil vinegar,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,soybean oil vinegar (8),usda_only_train:3 | usda_only_val:3 | usda_only_holdout:2,,
460,vegetable and seed blend,vegetable and seed blend,8,yes,sesame,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:sesame | evidence:surface_form,"organic vegetable and seed blend (organic dehydrated garlic, organic dehydrated onion, organic sesame seed, organic poppy seed, organic caraway seed) (8)",usda_only_train:4 | usda_only_val:2 | usda_only_holdout:2,,
460,vegetable oil canola and or soy,vegetable oil canola and/or soy,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,vegetable oil canola and/or soy (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
460,vegetable oil corn flour,vegetable oil corn flour,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,"vegetable oil (soybean, canola and/or corn oil) corn flour (stoneground corn masa flour, trace of lime) (8)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
460,vegetable oil margarine soybean and modified palm oil,vegetable oil margarine soybean and modified palm oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,vegetable oil margarine soybean and modified palm oils (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
460,vegetable oil partially hydrogenated soy and cottonseed,vegetable oil partially hydrogenated soy and cottonseed,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,vegetable oil partially hydrogenated soy and cottonseed (8),usda_only_train:5 | usda_only_val:3,,
460,vegetable oils soybean oil,vegetable oils soybean oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,vegetable oils soybean oil (8),usda_only_train:6 | usda_only_val:2,,
460,vegetable shortening high oleic soybean oil and or soybean oil,vegetable shortening high oleic soybean oil and/or soybean oil,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy,vegetable shortening high oleic soybean oil and/or soybean oil (8),usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
460,vegetable shortening palm fat coconut fat palm kernel fat sunflower fat,"vegetable shortening palm fat, coconut fat , palm kernel fat, sunflower fat",8,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,"vegetable shortening (palm fat, coconut fat (tree nut), palm kernel fat, sunflower fat) (8)",usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
460,water shortening,water shortening,8,yes,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form,water shortening (soybean oil and hydrogenated soybean oil) (8),usda_only_train:6 | usda_only_holdout:2,,
460,carrots spinach with sesame oil,carrots spinach with sesame oil,7,yes,sesame,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:sesame,"carrots spinach with sesame oil (spinach, sesame oil) (7)",usda_only_val:4 | usda_only_train:3,,
460,coconut and canola oil,coconut and canola oil,7,yes,tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:tree_nut,coconut and canola oil (7),usda_only_train:5 | usda_only_val:2,,
450,peanut butter flavored chip,peanut butter flavored chip,95,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"peanut butter flavored chips (sugar, partially defatted peanut flour, palm kernel and palm oil, nonfat dry milk, dextrose, soy lecithin, salt) (37) | peanut butter flavored chips (sugar, palm and palm kernel oil, peanut flour, dextrose, nonfat dry milk, soy lecithin, salt) (14) | peanut butter flavored chips (sugar, palm kernel and palm oil, partially defatted peanut flour, skim dry milk solids, anhydrous dextrose, salt, soy lecithin) (13) | peanut butter flavored chips (sugar, palm kernel and palm oil, partially defatted peanut flour, whey, nonfat dry milk, peanuts, anhydrous dextrose, salt, soy lecithin) (9) | peanut butter flavored chips (partially defatted peanuts, sugar, partially hydrogenated vegetable oils palm kernel oil, soybean oil , corn syrup solids, dextrose, reduced minerals whey, salt, soy lecithin, vanillin) (5)",usda_only_train:62 | usda_only_val:22 | usda_only_holdout:11,,
450,peanut butter flavored drop,peanut butter flavored drop,33,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"peanut butter flavored drop (sugar, palm kernel and palm oil, peanut flour, nonfat milk powder, dextrose, salt, soy lecithin an emulsifier ) (7) | peanut butter flavored drops (sugar, partially hydrogenated palm kernel oil, partially defatted peanut flour, nonfat dry milk solids, whey powder, peanut butter peanuts, hydrogenated cottonseed and rapeseed oil , anhydrous dextrose, salt, soy lecithin) (7) | peanut butter flavored drops (sugar, partially hydrogenated palm kernel oil, partially defatted peanuts flour, nonfat dry milk solids, whey powder, peanut butter peanuts, hydrogenated cottonseed and rapeseed oil , anhydrous dextrose, salt, soy lecithin) (5) | peanut butter flavored drop (sugar, palm kernel and palm oil, peanut flour, nonfat milk powder, dextrose, salt, soy lecithin emulsifier ) (5) | peanut butter flavored drops (sugar, palm kernel and palm oil, peanut flour, nonfat milk powder, dextrose, salt, soy lecithin an emulsifier ) (5)",usda_only_train:24 | usda_only_holdout:5 | usda_only_val:4,,
450,vegetable oil,vegetable oil +,25,yes,soy | tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | allergen:tree_nut | evidence:surface_form,"vegetable oil (soybean and palm oil with tbhq , partially hydrogenated palm kernel oil)+ (12) | vegetable oil (canola, cottonseed, palm, palm kernel, soybean, partially hydrogenated soybean and/or cottonseed, hydrogenated cottonseed oil, tbhq )+ (5) | vegetable oil (soybean, palm, and palm kernel oil with tbhq , hydrogenated and/or partially hydrogenated palm kernel, palm and/or coconut oil)+ (4) | vegetable oil (soybean and palm oil with tbhq , partially hydrogenated palm kernel and palm oil, palm kernel and coconut oil)+ (4)",usda_only_train:17 | usda_only_val:5 | usda_only_holdout:3,,
450,reese s peanut butter flavored chip,reese's peanut butter flavored chip,23,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"reese's peanut butter flavored chips (peanuts, sugar, hydrogenated vegetable oil palm kernel, soybean oil , corn syrup solids, dextrose, reduced protein whey, salt, palm kernel oil, artificial flavor, soy lecithin) (8) | reese's peanut butter flavored chips (peanuts, sugar, hydrogenated vegetable oil palm kernel, soybean , corn syrup solids, dextrose, reduced protein whey, salt, palm kernel oil, artificial flavor, soy lecithin) (6) | reese's peanut butter flavored chips (peanuts, sugar, hydrogenated palm kernel oil, corn syrup solids, dextrose, reduced protein whey, hydrogenated soybean oil, salt, palm kernel oil, natural and artificial flavor, soy lecithin) (6) | reese's peanut butter flavored chips (partially defatted peanut meal, sugar, partially hydrogenated vegetable oil palm kernel and soybean , corn syrup solids, dextrose, reduced minerals, whey, salt, vanillin, soy lecithin) (3)",usda_only_train:17 | usda_only_holdout:5 | usda_only_val:1,,
450,nut oil blend,nut oil blend,22,yes,peanut | tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:tree_nut | evidence:surface_form,"nut oil blend (almond, brazil nut, cashew, hazelnut, macadamia nut, peanut, pecan, pine nut, pistachio, walnut) (22)",usda_only_train:14 | usda_only_val:4 | usda_only_holdout:4,,
450,reese s peanut butter cup,reese's peanut butter cup,19,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"reese's peanut butter cups (milk chocolate sugar, cocoa butter, chocolate, nonfat milk, milkfat, lactose, soy lecithin, pgpr , peanuts, sugar, dextrose, salt, to preserve freshness tbhq, citric acid ) (6) | reese's peanut butter cups (milk chocolate sugar, cocoa butter, chocolate, nonfat milk, milk fat, lactose, soy lecithin and pgpr , peanuts, sugar, dextrose, salt, and tbhq preservative ) (6) | reese's peanut butter cups (milk chocolate sugar, cocoa butter, chocolate, nonfat milk, milk fat, corn syrup solids, soy lecithin and pgpr , peanuts, sugar, dextrose, salt, and tbhq preservative ) (3) | reese's peanut butter cups (milk chocolate sugar, cocoa butter, chocolate, skim milk, milk fat, lactose, soy lecithin, pgpr) (2) | reese's peanut butter cups (milk chocolate sugar, cocoa butter, chocolate, skim milk, milkfat, lactose, soy lecithin an emulsifier , pgpr , peanuts, sugar, dextrose (1)",usda_only_train:12 | usda_only_val:4 | usda_only_holdout:3,,
450,peanut butter gem,peanut butter gem,15,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"peanut butter gems (peanut butter flavored coating sugar, partially defatted peanut flour, hydrogenated palm kernel oil, nonfat dry milk, dextrose, soy lecithin, salt , sugar, hydrogenated palm kernel oil, gum arabic, corn syrup, artificial color includes yellow 5 lake, yellow 6 lake, yellow 6, blue 2 lake, red 40 lake , lac-resin) (8) | peanut butter gems (peanut butter flavored coating sugar, partially defatted peanut flour, hydrogenated palm kernel oil, nonfat dry milk, dextrose, soy lecithin, salt , sugar, hydrogenated palm kernel oil, artificial color includes yellow 5 lake, yellow 6 lake, yellow 6, blue 2 lake, red 40 lake , gum arabic, corn syrup, lac-resin) (4) | peanut butter gems (peanut butter flavored coating sugar, partially defatted peanut flour, partially hydrogenated palm kernel oil, nonfat dry milk, dextrose, soy lecithin, salt , sugar, hydrogenated palm kernel oil, gum arabic, corn syrup, artificial color includes yellow 5 lake, yellow 6 lake, yellow 6, blue 2 lake, red 40 lake , lac-resin) (3)",usda_only_train:12 | usda_only_holdout:2 | usda_only_val:1,,
450,peanut and or coconut,peanut and/or coconut,14,yes,peanut | tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:tree_nut,peanut and/or coconut (14),usda_only_train:10 | usda_only_val:2 | usda_only_holdout:2,,
450,peanut butter cup piece,peanut butter cup piece,14,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"peanut butter cup pieces (sugar, palm kernel oil, partially defatted peanut flour, nonfat milk, peanut butter peanuts, salt , cocoa processed with alkali, hydrogenated palm oil, salt, soy lecithin) (14)",usda_only_train:8 | usda_only_val:5 | usda_only_holdout:1,,
450,peanut butter coating,peanut butter coating,13,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"peanut butter coating (maltitol, palm kernel oil and palm oil, partially defatted peanut flour, nonfat dry milk solids, whey powder, peanuts, salt, soy lecithin, anhydrous milkfat) (8) | peanut butter coating (sugar, partially hydrogenated palm kernel oil, partially defatted peanut flour, nonfat dry milk, dry whey milk , peanut butter peanuts, hydrogenated cottonseed and rapeseed oil , salt, soy lecithin) (5)",usda_only_train:10 | usda_only_holdout:2 | usda_only_val:1,,
450,peanut butter protein coating,peanut butter protein coating,12,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"peanut butter protein coating (maltitol, palm kernel oil, milk protein isolate, peanut flour, peanuts, nonfat milk solids, soy lecithin an emulsifier , salt, natural flavors) (12)",usda_only_train:7 | usda_only_holdout:3 | usda_only_val:2,,
450,blue 474,blue #474,11,yes,soy | tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | allergen:tree_nut | evidence:surface_form,"blue #474 (fractionated coconut oil, blue 1 lakes, soy lecithin) (11)",usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
450,reese s peanut butter chip,reese's peanut butter chip,11,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"reese's peanut butter chips (partially defatted peanuts, sugar, partially hydrogenated vegetable oil palm kernel, soybean , corn syrup solids, dextrose, reduced minerals, whey (milk) (7) | reese's peanut butter chips (partially defatted peanuts, sugar, hydrogenated vegetable oil palm kernel and soybean , corn syrup solids, dextrose, reduced protein whey milk (3) | reese's peanut butter chips (partially defatted peanuts, sugar, hydrogenated vegetable oil palm kernel and soybean , corn syrup solids, dextrose, reduced minerals whey milk (1)",usda_only_train:10 | usda_only_holdout:1,,
450,unblanched almond,unblanched almond,11,yes,peanut | tree nut,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:tree_nut | evidence:surface_form,unblanched almonds (cooked in peanut oil) (11),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
450,green and red coated peanut,green and red coated peanut,10,yes,peanut | soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:peanut | allergen:soy | evidence:surface_form,"green and red coated peanuts (white chocolate sugar, cocoa butter, whole milk powder, soy lecithin, natural flavor , peanuts, vegetable oil peanut, cottonseed, soybean and/or sunflower seed (7) | green and red coated peanuts (white chocolate sugar, cocoa butter, whole milk, soy lecithin, natural flavor , peanuts, vegetable oil peanut oil, cottonseed oil, soybean oil and/or sunflower oil (2) | green and red coated peanuts (white chocolate sugar, cocoa butter, milk, soy lecithin, natural flavor , peanuts, vegetable oil peanut, cottonseed, soybean and/or sunflower seed (1)",usda_only_train:8 | usda_only_holdout:2,,
